,customerID,DOB,Gender,State,PinCode,transactionDate,store_code,store_description,till_no,transaction_number_by_till,promo_code,promotion_description,product_code,product_description,sale_price_after_promo,discountUsed,cluster
3799,BBID_20468342,1978-11-01,female,MADHYA PRADESH,452010.0,2017-06-28,2655,BB-INDORE-MALHAR MEGA MALL,2,29571,0001310392,IZ 5 FLAT WED Potato,300111517,POTATO LOOSE,14.7,Payback,2
3800,BBID_20468342,1978-11-01,female,MADHYA PRADESH,452010.0,2017-05-20,2655,BB-INDORE-MALHAR MEGA MALL,7,98116,0001262223,AZ SHOP 750 GET 250 RS OFF CMS MAY,300543035,24 LM BESAN PP 500g,73.36,Payback,2
3801,BBID_20468348,1974-12-06,male,MADHYA PRADESH,452002.0,2017-03-05,2655,BB-INDORE-MALHAR MEGA MALL,2,89503,NONPROMO,no_promo,300243636,SILVER COIN WHOLE WHEAT ATTA PP 5Kg,147.0,Payback,2
3802,BBID_20468349,1991-02-07,male,MADHYA PRADESH,452001.0,2017-06-16,2655,BB-INDORE-MALHAR MEGA MALL,5,90930,NONPROMO,no_promo,102063089,CL-010-8 SLEEK SERRATED EDGE,50.0,Payback,2
3803,BBID_20468352,1986-09-13,male,MADHYA PRADESH,452010.0,2017-03-02,2655,BB-INDORE-MALHAR MEGA MALL,1,63870,0001259843,IZ 2@6 RS OFF REG Oats,1000621627,QUAKER OATS CURRY MAGIC PP 40g,24.0,Payback,2
3804,BBID_20468353,1983-09-25,male,MADHYA PRADESH,452010.0,2017-01-06,2655,BB-INDORE-MALHAR MEGA MALL,5,68827,NONPROMO,no_promo,1000438104,CLMT AIR FRESHENER ROSE HANG BX 50g,32.0,Payback,2
3805,BBID_20468416,1976-08-12,male,TAMIL NADU,625016.0,2017-03-22,4986,BB-MADURAI-KOCHADAI VILLAGE,11,99706,4121,Ex1210,1000504515,SPORTS-22-HYPER LOCKED COMBO JUNIOR,210.42,Payback,3
3806,BBID_20468416,1976-08-12,male,TAMIL NADU,625016.0,2017-03-21,4986,BB-MADURAI-KOCHADAI VILLAGE,16,73225,NONPROMO,no_promo,1000671859,ARIEL DET POW MATIC FRONT LOAD BX 2Kg,480.0,Payback,3
3807,BBID_20468476,1969-10-26,female,TAMIL NADU,625004.0,2016-12-31,4986,BB-MADURAI-KOCHADAI VILLAGE,13,18486,NONPROMO,no_promo,108000707,TUR DAL PREM LOOSE,100.0,Payback,3
3808,BBID_20468497,1946-07-03,male,TAMIL NADU,625010.0,2017-01-12,4986,BB-MADURAI-KOCHADAI VILLAGE,1,82219,NONPROMO,no_promo,108001735,L.G POW SPICE HING BT 50g,61.5,Payback,3
3809,BBID_20468550,1982-01-03,female,TAMIL NADU,625016.0,2017-01-16,4986,BB-MADURAI-KOCHADAI VILLAGE,10,72850,NONPROMO,no_promo,300974360,KINDER JOY CHOCOLATE LUI GIRLS 20g 76,40.0,Payback,3
3810,BBID_20468552,1995-03-03,male,TAMIL NADU,625531.0,2017-03-08,4986,BB-MADURAI-KOCHADAI VILLAGE,11,94137,NONPROMO,no_promo,1000110589,PRIL UTENSL BAR 3+1 360g OP,86.0,Payback,3
3811,BBID_20468553,1975-03-08,female,TAMIL NADU,625531.0,2017-03-11,4986,BB-MADURAI-KOCHADAI VILLAGE,11,95023,NONPROMO,no_promo,300923416,KARACHIS COOKIES FRUIT BIS BX 450g,160.0,Payback,3
3812,BBID_20468572,1983-04-07,male,MADHYA PRADESH,452001.0,2017-04-16,2655,BB-INDORE-MALHAR MEGA MALL,2,4258,NONPROMO,no_promo,300595508,GH BESAN 500g,93.0,Payback,2
3813,BBID_20468580,1976-04-15,male,TAMIL NADU,625010.0,2017-05-27,4986,BB-MADURAI-KOCHADAI VILLAGE,9,15632,NONPROMO,no_promo,108035037,TAJMAHAL CTC TEA BX 500g,255.0,Payback,3
3814,BBID_20468643,1992-10-17,male,MADHYA PRADESH,452012.0,2017-01-10,2906,BB-INDORE-TREASURE ISLAND,15,28189,0001231198,AZ 1099 FLAT MENS JEANS FASHION REG,1000527541004,"BUMD-3161-SHAH-BORA-2-RODEO-, 34, INDIGO",1153.95,Payback,2
3815,BBID_20468667,1961-06-03,male,MADHYA PRADESH,452010.0,2016-12-07,2655,BB-INDORE-MALHAR MEGA MALL,2,59217,NONPROMO,no_promo,300881018,AMUL MILK GOLD MILKY MILK PP 500ml,72.0,Payback,2
3816,BBID_20468672,1992-05-18,male,MADHYA PRADESH,452015.0,2017-05-28,2655,BB-INDORE-MALHAR MEGA MALL,1,96686,NONPROMO,no_promo,108100308,CUCUMBER GREEN LOOSE,9.24,Payback,2
3817,BBID_20468677,1992-08-09,male,MADHYA PRADESH,452010.0,2017-05-29,2655,BB-INDORE-MALHAR MEGA MALL,1,96874,NONPROMO,no_promo,1000446424,PATANJALI AGARBATTI OUDH,40.0,Payback,2
3818,BBID_20468732,1982-07-24,female,MADHYA PRADESH,452010.0,2016-12-21,2655,BB-INDORE-MALHAR MEGA MALL,1,36518,0001224443,IZ 6% DISC WED FOOD EXC,300791438,GH RICE BASMATI DIL KHUSH 5Kg,325.24,Payback,2
3819,BBID_20468732,1982-07-24,female,MADHYA PRADESH,452010.0,2017-04-29,2655,BB-INDORE-MALHAR MEGA MALL,2,8767,NONPROMO,no_promo,1000052897,GOOD KNIGHT COIL ADVANC FAST CARD PP 10P,30.0,Payback,2
3820,BBID_20468777,1972-04-08,male,MADHYA PRADESH,452010.0,2017-06-04,2655,BB-INDORE-MALHAR MEGA MALL,8,92697,NONPROMO,no_promo,108100297,CHILLI LIGHT GREEN,14.22,Payback,2
3821,BBID_20468801,1993-05-25,male,MADHYA PRADESH,452001.0,2016-12-03,2655,BB-INDORE-MALHAR MEGA MALL,1,29350,0001120083,HO100% PAYBACK BB/FB/FBB/EASY DAY AZ EXC,300781593,PB Card FVRL,0.0,Payback,2
3822,BBID_20468807,1996-07-15,female,MADHYA PRADESH,474002.0,2017-01-08,2906,BB-INDORE-TREASURE ISLAND,9,46976,NONPROMO,no_promo,300940981,VEGA LUXURY EVERYDAY SPONGE BA 3/11,69.0,Payback,2
3823,BBID_20468815,1976-06-13,male,MADHYA PRADESH,452001.0,2017-06-30,2655,BB-INDORE-MALHAR MEGA MALL,6,36972,NONPROMO,no_promo,108100294,Carrot English Loose,18.8,Payback,2
3824,BBID_20468821,1955-05-14,male,MADHYA PRADESH,452001.0,2017-03-25,2655,BB-INDORE-MALHAR MEGA MALL,4,39865,NONPROMO,no_promo,300263114,Jack Fruit,21.98,Payback,2
3825,BBID_20468821,1955-05-14,male,MADHYA PRADESH,452001.0,2017-01-02,2655,BB-INDORE-MALHAR MEGA MALL,4,17732,NONPROMO,no_promo,108100382,TOMATO LOOSE,10.84,Payback,2
3826,BBID_20468835,1954-06-30,male,MAHARASHTRA,400093.0,2016-10-25,2655,BB-INDORE-MALHAR MEGA MALL,12,57661,NONPROMO,no_promo,108000707,TUR DAL PREM LOOSE,150.65,Payback,2
3827,BBID_20468840,1966-11-27,female,MADHYA PRADESH,452001.0,2017-03-21,2655,BB-INDORE-MALHAR MEGA MALL,1,71001,NONPROMO,no_promo,108000593,CHANA KABULI STD LOOSE,64.4,Payback,2
3828,BBID_20468840,1966-11-27,female,MADHYA PRADESH,452001.0,2017-06-05,2655,BB-INDORE-MALHAR MEGA MALL,6,31723,NONPROMO,no_promo,108100193,MANGO BADAMI,95.7,Payback,2
3829,BBID_20468863,1992-08-20,female,MADHYA PRADESH,452010.0,2017-03-05,2655,BB-INDORE-MALHAR MEGA MALL,5,77039,NONPROMO,no_promo,300942042,AGRIPURE ATTA SAMPOORNA 10kg,335.0,Payback,2
3830,BBID_20468871,1987-08-10,male,MADHYA PRADESH,452001.0,2016-12-21,2655,BB-INDORE-MALHAR MEGA MALL,14,43297,0001224443,IZ 6% DISC WED FOOD EXC,108010683,HIT SPRAY COCKROACH MORE POWER 200m,86.48,Payback,2
3831,BBID_20468934,1994-07-27,male,MADHYA PRADESH,452010.0,2016-11-10,2655,BB-INDORE-MALHAR MEGA MALL,4,3652,NONPROMO,no_promo,300485392,HARPIC TLT CLNR POWER OPTHK ROSE 500m,74.0,Payback,2
3832,BBID_20468934,1994-07-27,male,MADHYA PRADESH,452010.0,2016-11-10,2655,BB-INDORE-MALHAR MEGA MALL,4,3652,0001201972,IZ 20 %DIS REG TOILET FRESHERS,108013795,ODONIL TLT FRSH LAVENDAR MEADOWS 50g,32.0,Payback,2
3833,BBID_20469023,1990-09-24,female,MADHYA PRADESH,452001.0,2016-12-02,2655,BB-INDORE-MALHAR MEGA MALL,5,64065,NONPROMO,no_promo,1000108572015,"SHY-0010-SLD-BRA-MOZ, 34, LIGHT PINK",179.0,Payback,2
3834,BBID_20469089,1992-04-12,male,MADHYA PRADESH,474001.0,2017-01-27,2906,BB-INDORE-TREASURE ISLAND,13,38241,NONPROMO,no_promo,108037537,RICE KALI MUCH LOOSE,62.62,Payback,2
3835,BBID_20469148,1987-09-23,male,MADHYA PRADESH,452006.0,2016-12-21,2906,BB-INDORE-TREASURE ISLAND,13,30497,NONPROMO,no_promo,1000209146,SUNNY BRUSH WITH CONTAINER,109.0,Payback,2
3836,BBID_20469199,1983-10-11,male,PUNJAB,141001.0,2017-02-13,3692,BB-LUDHIANA-FEROZEPUR-MF,7,79563,NONPROMO,no_promo,108100362,ONION LOOSE,94.72,Payback,2
3837,BBID_20469201,1994-05-01,male,PUNJAB,141003.0,2017-04-23,3692,BB-LUDHIANA-FEROZEPUR-MF,5,12044,0001275447,IZ 199 FLAT REG GLASS TUMBLERS/SETS,1000474790,Chanelli Flair Water Glass 6pcs,199.0,Payback,2
3838,BBID_20469206,1988-11-03,male,MADHYA PRADESH,452005.0,2017-01-21,2906,BB-INDORE-TREASURE ISLAND,4,58971,0001238886,AZ 50 % OFF KIDS WERA ASSORTED REG,1000564268001,"WWAC-0161-RN VEST-A-SL-FA, 2-3, ASSORTED",51.98,Payback,2
3839,BBID_20469234,1990-09-06,female,PUNJAB,141001.0,2016-11-22,3692,BB-LUDHIANA-FEROZEPUR-MF,8,42940,0001213777,IZ 5 %DIS MIX LOB,1000454681,NATURE CHOICE ROASTED&SALTED CASHEW 200g,285.0,Payback,2
3840,BBID_20469234,1990-09-06,female,PUNJAB,141001.0,2016-11-22,3692,BB-LUDHIANA-FEROZEPUR-MF,8,42940,0001213777,IZ 5 %DIS MIX LOB,300680079,SUNFEAST BIS DARK FANTASY CHOCO FILS 75g,28.5,Payback,2
3841,BBID_20469258,1966-03-06,female,PUNJAB,141001.0,2016-12-26,3692,BB-LUDHIANA-FEROZEPUR-MF,2,61997,0001226455,AZ 5% DISC MINIMUM NEW INDIA SALE ASSORT,300637812,LIFEBUOY HAND SANITIZER TOTAL10 50ml,57.0,Payback,2
3842,BBID_20469261,1982-12-14,female,PUNJAB,141001.0,2017-01-25,3692,BB-LUDHIANA-FEROZEPUR-MF,10,27398,NONPROMO,no_promo,108100294,Carrot English Loose,25.76,Payback,2
3843,BBID_20469261,1982-12-14,female,PUNJAB,141001.0,2016-12-27,3692,BB-LUDHIANA-FEROZEPUR-MF,1,63100,NONPROMO,no_promo,108100296,CAULIFLOWER,8.37,Payback,2
3844,BBID_20469263,1961-11-09,female,PUNJAB,141001.0,2016-12-29,3692,BB-LUDHIANA-FEROZEPUR-MF,1,63487,0001227322,IN 5% DISC MINIMUM NEW INDIA SALE,108001062,GH DAILY WHO SPICE BLACK CARDAMM 50g,148.2,Payback,2
3845,BBID_20469324,1980-01-26,male,PUNJAB,141003.0,2017-04-16,3692,BB-LUDHIANA-FEROZEPUR-MF,9,58894,0001275827,"IZ 1@6,2@15 RS OFF REG FRUIT BASED JUICE",1000038506,PAPER BOAT JUICE JAMUN KALA KHATTA 250ml,65.0,Payback,2
3846,BBID_20469332,1994-04-30,female,PUNJAB,141001.0,2016-11-26,3692,BB-LUDHIANA-FEROZEPUR-MF,7,64338,0001120083,HO100% PAYBACK BB/FB/FBB/EASY DAY AZ EXC,300781593,PB Card FVRL,0.0,Payback,2
3847,BBID_20469387,1992-07-07,male,MADHYA PRADESH,452001.0,2016-12-05,2655,BB-INDORE-MALHAR MEGA MALL,6,94625,NONPROMO,no_promo,1000446491,PATANJALI SUPERIOR DETERGENT CAKE 125g,0.0,Payback,2
3848,BBID_20469392,1959-05-23,male,MADHYA PRADESH,452001.0,2017-03-05,2655,BB-INDORE-MALHAR MEGA MALL,8,78246,NONPROMO,no_promo,300485392,HARPIC TLT CLNR POWER OPTHK ROSE 500m,76.0,Payback,2
3849,BBID_20469412,1954-08-20,male,PUNJAB,141010.0,2016-11-27,3692,BB-LUDHIANA-FEROZEPUR-MF,7,64477,0001213777,IZ 5 %DIS MIX LOB,300810083,KNORR SOUP HONGKONG MANCHOW NDL 46g,54.62,Payback,2
3850,BBID_20469455,1988-07-19,female,DELHI,110015.0,2017-05-17,3692,BB-LUDHIANA-FEROZEPUR-MF,4,79227,NONPROMO,no_promo,1000582495,MAGGI NDL HOT HEADS PERI PERI PP 71g,20.0,Payback,2
3851,BBID_20469463,1991-03-07,male,MADHYA PRADESH,452001.0,2017-03-29,2906,BB-INDORE-TREASURE ISLAND,4,82192,NONPROMO,no_promo,300864804,GH TUR DAL PREMIUM 5Kg,379.0,Payback,2
3852,BBID_20469463,1991-03-07,male,MADHYA PRADESH,452001.0,2017-06-23,2906,BB-INDORE-TREASURE ISLAND,12,77313,NONPROMO,no_promo,300669974,GH FRUIT N NUT PREMIUM ALMONDS 500g,379.0,Payback,2
3853,BBID_20469493,1994-09-29,male,MADHYA PRADESH,452011.0,2016-12-27,2655,BB-INDORE-MALHAR MEGA MALL,21,15068,0001217162,AZ 15 %DIS REG Lipcare Products,1000579400,LAKME ENRICH MATTE PM15 7X4.7g,250.75,Payback,2
3854,BBID_20469551,1984-08-16,female,PUNJAB,141001.0,2017-06-06,3692,BB-LUDHIANA-FEROZEPUR-MF,5,18913,0001295896,IZ 10 %DIS REG Gift Sets,1000454929,Almn Kadai- 12,351.0,Payback,2
3855,BBID_20469635,1996-11-22,male,PUNJAB,142027.0,2017-06-01,3692,BB-LUDHIANA-FEROZEPUR-MF,2,95229,NONPROMO,no_promo,108000221,CATCH POW SPICE TURMERIC PP 100g,26.0,Payback,2
3856,BBID_20469637,1988-03-23,female,PUNJAB,141001.0,2017-06-01,3692,BB-LUDHIANA-FEROZEPUR-MF,3,92824,NONPROMO,no_promo,300960019,GH POW SPICE TURMERIC 100g,30.0,Payback,2
3857,BBID_20469638,1985-04-26,male,PUNJAB,141001.0,2017-06-01,3692,BB-LUDHIANA-FEROZEPUR-MF,1,92359,0001262224,AZ SHOP 750 GET 250 RS OFF CMS JUNE,108100306,CORIANDER,10.33,Payback,2
3858,BBID_20469644,1997-03-26,male,PUNJAB,141001.0,2017-06-03,3692,BB-LUDHIANA-FEROZEPUR-MF,3,93324,NONPROMO,no_promo,1000534944004,"LECB-0010-L1-A-45-LN-PL-AL, XL, BLACK",500.0,Payback,2
3859,BBID_20469662,1989-07-31,no_gender,PUNJAB,141001.0,2017-06-19,3692,BB-LUDHIANA-FEROZEPUR-MF,5,22968,NONPROMO,no_promo,300840018,Fiber bag 45 GSM 20x25,7.0,Payback,2
3860,BBID_20469732,1996-10-02,male,MADHYA PRADESH,452001.0,2016-12-23,2906,BB-INDORE-TREASURE ISLAND,6,35584,NONPROMO,no_promo,300930107,SOFRSH VD EGGS REGULAR 6P,32.0,Payback,2
3861,BBID_20469747,1996-12-15,male,MADHYA PRADESH,452016.0,2016-12-19,2655,BB-INDORE-MALHAR MEGA MALL,6,97605,NONPROMO,no_promo,300481740,MAGGI NDL MASALA 280g,180.0,Payback,2
3862,BBID_20469820,1984-05-14,male,PUNJAB,141001.0,2017-02-12,3692,BB-LUDHIANA-FEROZEPUR-MF,9,49368,NONPROMO,no_promo,1000446560,PATANJALI SOANPAPDI ELAICHI 500g,105.0,Payback,2
3863,BBID_20469820,1984-05-14,male,PUNJAB,141001.0,2017-02-09,3692,BB-LUDHIANA-FEROZEPUR-MF,11,78606,NONPROMO,no_promo,300979377,BRITANNIA COOKIES GDAY BUTTER PP 250g,30.0,Payback,2
3864,BBID_20469840,1970-07-06,female,PUNJAB,141013.0,2017-01-26,3692,BB-LUDHIANA-FEROZEPUR-MF,2,68233,0001235394,BDIZ BXGY FLAT BDJ Tava,1000159996,Alu Pr Cooker IL - 3Ltr - IB - Favourite,519.0,Payback,2
3865,BBID_20469946,1973-11-10,male,PUNJAB,141001.0,2017-05-20,3692,BB-LUDHIANA-FEROZEPUR-MF,1,89024,NONPROMO,no_promo,1000638504005,"PBGSH-4171-KN-SH-01-A-HL-SA, 3-6, PINK",199.0,Payback,2
3866,BBID_20469960,1970-02-13,female,PUNJAB,141003.0,2017-05-26,3692,BB-LUDHIANA-FEROZEPUR-MF,11,1220,NONPROMO,no_promo,1000723594042,"DJWV-0010-KM-401-SO-BB, XXL, RED",399.0,Payback,2
3867,BBID_20470012,1986-07-31,female,PUNJAB,141004.0,2017-05-17,3692,BB-LUDHIANA-FEROZEPUR-MF,8,68921,NONPROMO,no_promo,300840018,Fiber bag 45 GSM 20x25,7.0,Payback,2
3868,BBID_20470017,1996-03-03,male,PUNJAB,141006.0,2017-06-08,3692,BB-LUDHIANA-FEROZEPUR-MF,5,19933,NONPROMO,no_promo,108000222,CATCH POW SPICE TURMERIC PP 200g,52.0,Payback,2
3869,BBID_20470017,1996-03-03,male,PUNJAB,141006.0,2017-06-21,3692,BB-LUDHIANA-FEROZEPUR-MF,4,84509,NONPROMO,no_promo,300165587,GOODKNIGHT LIQ REFILL ACTIV CARTRDGE 45m,72.0,Payback,2
3870,BBID_20470034,1995-06-10,male,PUNJAB,141001.0,2017-06-14,3692,BB-LUDHIANA-FEROZEPUR-MF,2,97930,0001305455,IZ 20 %DIS WED French Fries,1000059421,MCCAIN FRENCH FRIES SMILES PP 1.25g,204.0,Payback,2
3871,BBID_20470058,1989-01-08,male,PUNJAB,141008.0,2017-04-01,3692,BB-LUDHIANA-FEROZEPUR-MF,9,56239,0001271279,IZ 20 %DIS REG JARS/STORAGE,1000162056,Super Locked Rect 510+145 Green,124.0,Payback,2
3872,BBID_20470059,1977-03-04,female,PUNJAB,141003.0,2016-11-19,3692,BB-LUDHIANA-FEROZEPUR-MF,7,62484,NONPROMO,no_promo,300764639,MASHAL KACHI GHANI MUSTARD OIL BT 1L,108.0,Payback,2
3873,BBID_20470146,1981-09-11,male,PUNJAB,141001.0,2017-01-27,3692,BB-LUDHIANA-FEROZEPUR-MF,7,76459,NONPROMO,no_promo,300481673,MAGGI NDL MASALA 420g,67.0,Payback,2
3874,BBID_20470167,1983-07-14,male,PUNJAB,141102.0,2017-04-22,3692,BB-LUDHIANA-FEROZEPUR-MF,2,86650,0001270439,IZ 99 FLAT REG Stuffed Articles,1000036301,CHESS,99.0,Payback,2
3875,BBID_20470167,1983-07-14,male,PUNJAB,141102.0,2017-06-21,3692,BB-LUDHIANA-FEROZEPUR-MF,11,10485,NONPROMO,no_promo,300317223,SUNFEAST CRM BISC BOUNCE CHOCO 100g,10.0,Payback,2
3876,BBID_20470180,1959-01-17,male,PUNJAB,141003.0,2017-05-29,3692,BB-LUDHIANA-FEROZEPUR-MF,1,91669,NONPROMO,no_promo,300603026,CINTHOL SOAP LIME 5*100g,112.0,Payback,2
3877,BBID_20470200,1992-07-29,male,MADHYA PRADESH,452001.0,2016-11-26,2655,BB-INDORE-MALHAR MEGA MALL,9,63072,0001213777,IZ 5 %DIS MIX LOB,208001931,CELERY,59.56,Payback,2
3878,BBID_20470238,1981-07-06,male,PUNJAB,141416.0,2017-03-29,3692,BB-LUDHIANA-FEROZEPUR-MF,4,69115,4178,Ex1780,1000027946004,"Cotton Oven Glove, 18x28 CM, MULTI",88.6,Payback,2
3879,BBID_20470246,1972-03-27,no_gender,PUNJAB,141012.0,2017-05-02,3692,BB-LUDHIANA-FEROZEPUR-MF,8,67309,0001262223,AZ SHOP 750 GET 250 RS OFF CMS MAY,108000705,GH DAILY TUR DAL PREM 2kg,218.84,Payback,2
3880,BBID_20470363,1994-04-18,male,MADHYA PRADESH,452001.0,2017-05-12,2906,BB-INDORE-TREASURE ISLAND,7,66085,NONPROMO,no_promo,1000729375,HIMALAYA TPST SPARKLING WHITE 150g,85.0,Payback,2
3881,BBID_20470367,1942-02-15,male,MADHYA PRADESH,452008.0,2016-12-03,2655,BB-INDORE-MALHAR MEGA MALL,6,94207,NONPROMO,no_promo,108028852,MTR READYMEAL ALU METHI 300G,80.0,Payback,2
3882,BBID_20470374,1963-01-03,female,PUNJAB,141001.0,2017-03-18,3692,BB-LUDHIANA-FEROZEPUR-MF,4,66535,NONPROMO,no_promo,108020419,BRITANNIA BISC NICE TIME 150g,44.0,Payback,2
3883,BBID_20470399,1991-02-02,male,MADHYA PRADESH,450001.0,2016-12-11,2906,BB-INDORE-TREASURE ISLAND,11,38573,NONPROMO,no_promo,102107340,R-139 S. S. Net Cover 22,195.0,Payback,2
3884,BBID_20470404,1970-01-01,male,MADHYA PRADESH,452001.0,2017-06-04,2655,BB-INDORE-MALHAR MEGA MALL,8,92794,NONPROMO,no_promo,108003355,PH CHANA DAL PP 500g,62.0,Payback,2
3885,BBID_20470423,1981-01-20,no_gender,PUNJAB,141104.0,2017-06-30,3692,BB-LUDHIANA-FEROZEPUR-MF,2,1313,NONPROMO,no_promo,1000108772,KESH KING HAIR OIL AYURVEDIC BX 300ml,272.0,Payback,2
3886,BBID_20470442,1994-03-18,male,PUNJAB,141003.0,2017-06-14,3692,BB-LUDHIANA-FEROZEPUR-MF,7,3116,NONPROMO,no_promo,1000638504006,"PBGSH-4171-KN-SH-01-A-HL-SA, 6-12, PINK",199.0,Payback,2
3887,BBID_20470442,1994-03-18,male,PUNJAB,141003.0,2017-06-20,3692,BB-LUDHIANA-FEROZEPUR-MF,5,23452,NONPROMO,no_promo,1000204452,HIMALAYA BABY SOAP GNTL OL&ALMD 4*75g OP,140.0,Payback,2
3888,BBID_20470461,1975-04-25,male,MADHYA PRADESH,452001.0,2017-03-17,2906,BB-INDORE-TREASURE ISLAND,6,51599,NONPROMO,no_promo,108030093,PARLE SLT BIS KRACKJACK 80g,10.0,Payback,2
3889,BBID_20470497,1987-11-27,male,MADHYA PRADESH,452001.0,2017-05-31,2906,BB-INDORE-TREASURE ISLAND,4,5951,0001262223,AZ SHOP 750 GET 250 RS OFF CMS MAY,108100267,WATERMELON KIRAN,61.92,Payback,2
3890,BBID_20470497,1987-11-27,male,MADHYA PRADESH,452001.0,2017-03-08,2655,BB-INDORE-MALHAR MEGA MALL,14,48763,0001258666,IZ 8 RS OFF REG Toothpaste,108008596,DABUR TPASTE RED 200G,80.0,Payback,2
3891,BBID_20470518,1975-12-07,male,PUNJAB,141012.0,2017-06-06,3692,BB-LUDHIANA-FEROZEPUR-MF,11,5001,NONPROMO,no_promo,1000649703002,"DGBL-4171-360R-A-FS-AJ, 9-10, RED",299.0,Payback,2
3892,BBID_20470566,1983-07-04,male,MADHYA PRADESH,452018.0,2017-01-21,2655,BB-INDORE-MALHAR MEGA MALL,7,81388,NONPROMO,no_promo,1000598686,KOSH OATS INSTANT PP 500g,89.0,Payback,2
3893,BBID_20470588,1994-04-02,male,UTTAR PRADESH,284405.0,2017-02-16,2655,BB-INDORE-MALHAR MEGA MALL,8,75655,NONPROMO,no_promo,500096181,FB SIS NAMKEENS,40.0,Payback,2
3894,BBID_20470588,1994-04-02,male,UTTAR PRADESH,284405.0,2017-03-19,2655,BB-INDORE-MALHAR MEGA MALL,10,67875,0001254181,IZ 99 FLAT EM WOODEN ACCESSORIES,1000196248,WB-4135 Kitchen Tool Set 3pcs,99.0,Payback,2
3895,BBID_20470588,1994-04-02,male,UTTAR PRADESH,284405.0,2017-05-07,2655,BB-INDORE-MALHAR MEGA MALL,13,63004,NONPROMO,no_promo,1000132281001,"COZY CTN HIPSTER, L, ASSORTED",330.0,Payback,2
3896,BBID_20470588,1994-04-02,male,UTTAR PRADESH,284405.0,2017-01-26,2655,BB-INDORE-MALHAR MEGA MALL,14,46917,NONPROMO,no_promo,108030095,PARLE SLT BIS KRACKJACK 200g,25.0,Payback,2
3897,BBID_20470588,1994-04-02,male,UTTAR PRADESH,284405.0,2017-02-15,2655,BB-INDORE-MALHAR MEGA MALL,5,75193,0001253241,IZ 6% DISC WED FOOD EXC PF,300359454,PARLE COOKIE 20 20 CASHEW 200g,47.0,Payback,2
3898,BBID_20470588,1994-04-02,male,UTTAR PRADESH,284405.0,2017-05-07,2655,BB-INDORE-MALHAR MEGA MALL,14,51498,0001268212,AZ 7% OFF EMPLOYEE DISCOUNT AZ,108030061,PARLE BIS GLUCOSE 70g,6.22,Payback,2
3899,BBID_20470622,1982-07-08,male,MADHYA PRADESH,452001.0,2016-12-08,2655,BB-INDORE-MALHAR MEGA MALL,1,31380,NONPROMO,no_promo,108100331,BOTTLE GOURD LONG,5.36,Payback,2
3900,BBID_20470669,1976-02-22,male,PUNJAB,141002.0,2017-06-11,3692,BB-LUDHIANA-FEROZEPUR-MF,2,97453,0001262224,AZ SHOP 750 GET 250 RS OFF CMS JUNE,300481738,MAGGI NDL MERI MASALA PP 560g,60.82,Payback,2
3901,BBID_20470686,1975-02-11,male,PUNJAB,141012.0,2017-05-28,3692,BB-LUDHIANA-FEROZEPUR-MF,2,94184,NONPROMO,no_promo,1000660138014,"SABW-4171-SAS-SRT 03-A-RF-K, 9-10, BLACK",449.0,Payback,2
3902,BBID_20470691,1971-07-25,male,PUNJAB,141008.0,2017-04-30,3692,BB-LUDHIANA-FEROZEPUR-MF,1,83952,NONPROMO,no_promo,108037490,0TH PULSE CHANA RED LOOSE,123.23,Payback,2
3903,BBID_20470757,1987-08-25,female,PUNJAB,141003.0,2017-05-03,3692,BB-LUDHIANA-FEROZEPUR-MF,3,88987,NONPROMO,no_promo,1000366717,SOO FRESH COOKD CHKN LEG SPCYTNDR LOOS,114.0,Payback,2
3904,BBID_20470786,1993-01-01,male,PUNJAB,141001.0,2017-03-03,3692,BB-LUDHIANA-FEROZEPUR-MF,3,81265,NONPROMO,no_promo,108100328,GINGER,24.7,Payback,2
3905,BBID_20470786,1993-01-01,male,PUNJAB,141001.0,2017-02-28,3692,BB-LUDHIANA-FEROZEPUR-MF,7,82642,NONPROMO,no_promo,108020757,CADBURY CHOCO DM ROAST ALMOND 38g 21,45.0,Payback,2
3906,BBID_20470786,1993-01-01,male,PUNJAB,141001.0,2017-03-15,3692,BB-LUDHIANA-FEROZEPUR-MF,7,85801,NONPROMO,no_promo,108100297,CHILLI LIGHT GREEN,27.2,Payback,2
3907,BBID_20470836,1995-12-18,male,PUNJAB,141008.0,2017-02-13,3692,BB-LUDHIANA-FEROZEPUR-MF,9,49614,NONPROMO,no_promo,300700648,SPRITE SOFT DRINK CAN 300ml,30.0,Payback,2
3908,BBID_20470883,1984-12-06,male,MADHYA PRADESH,452001.0,2016-12-01,2906,BB-INDORE-TREASURE ISLAND,19,40632,NONPROMO,no_promo,301005032,GOODKNIGHT LQ REF ADV 33% LONG PROT 45ml,75.0,Payback,2
3909,BBID_20470920,1961-08-09,female,MADHYA PRADESH,452001.0,2017-06-14,2906,BB-INDORE-TREASURE ISLAND,12,75297,NONPROMO,no_promo,108018741,AMUL CHEESE CHIPLET 25GX8 200G,105.0,Payback,2
3910,BBID_20470980,1974-02-14,male,MADHYA PRADESH,452001.0,2016-11-30,2906,BB-INDORE-TREASURE ISLAND,6,31102,NONPROMO,no_promo,300776410,BB-CB-20X25X208SWG NEW,5.0,Payback,2
